index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT
219,Ensenada,1,Ensenada,0492,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Ensenada,1,Ensenada,0492,81,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
221,Ensenada,1,Ensenada,0492,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Ensenada,1,Ensenada,0492,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Ensenada,1,Ensenada,0492,84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,Ensenada,1,Ensenada,0492,85,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
225,Ensenada,1,Ensenada,0492,86,40.0,0.0,0.0,0.0,15.41,1.06,14.0,0.71,3.33,12.0,19.0
227,Ensenada,1,Ensenada,0505,1,72.0,0.0,0.0,11.0,14.21,1.82,31.0,0.53,3.0,23.0,20.0
228,Ensenada,1,Ensenada,0505,2,107.0,0.0,4.0,15.0,13.19,2.44,42.0,0.49,2.97,29.0,37.0
229,Ensenada,1,Ensenada,0505,3,51.0,0.0,4.0,6.0,14.91,1.43,18.0,0.48,3.0,15.0,15.0
230,Ensenada,1,Ensenada,0505,4,35.0,0.0,0.0,4.0,14.88,1.81,18.0,0.43,2.69,12.0,12.0
231,Ensenada,1,Ensenada,0505,5,42.0,3.0,0.0,13.0,14.17,2.8,19.0,0.4,2.33,11.0,15.0
232,Ensenada,1,Ensenada,0505,6,68.0,3.0,0.0,15.0,13.66,1.97,25.0,0.52,2.96,17.0,26.0
233,Ensenada,1,Ensenada,0505,7,57.0,3.0,0.0,13.0,14.65,2.07,27.0,0.41,2.38,22.0,29.0
234,Ensenada,1,Ensenada,0505,10,50.0,3.0,0.0,9.0,13.82,1.63,14.0,0.63,3.57,8.0,10.0
235,Ensenada,1,Ensenada,0505,11,53.0,0.0,0.0,6.0,14.0,1.39,33.0,0.6,2.21,18.0,30.0
236,Ensenada,1,Ensenada,0505,12,50.0,0.0,0.0,11.0,13.77,1.77,18.0,0.49,2.94,14.0,22.0
237,Ensenada,1,Ensenada,0505,13,36.0,0.0,0.0,9.0,13.84,1.95,12.0,0.59,3.27,8.0,19.0
238,Ensenada,1,Ensenada,0505,14,36.0,0.0,0.0,12.0,13.74,2.78,19.0,0.43,2.57,9.0,19.0
239,Ensenada,1,Ensenada,0505,15,73.0,0.0,0.0,11.0,13.5,2.13,24.0,0.58,3.32,13.0,28.0
241,Ensenada,1,Ensenada,0524,1,53.0,0.0,0.0,8.0,9.08,2.79,28.0,0.56,2.52,8.0,22.0
242,Ensenada,1,Ensenada,0524,2,9.0,0.0,0.0,0.0,11.5,1.75,3.0,0.5,3.0,3.0,22.0
243,Ensenada,1,Ensenada,0524,3,67.0,3.0,0.0,10.0,9.78,2.26,22.0,0.69,3.19,9.0,16.0
244,Ensenada,1,Ensenada,0524,4,98.0,6.0,8.0,5.0,8.23,2.51,35.0,1.11,3.63,8.0,42.0
245,Ensenada,1,Ensenada,0524,6,84.0,4.0,8.0,4.0,13.58,1.68,35.0,0.74,2.71,23.0,38.0
246,Ensenada,1,Ensenada,0524,7,45.0,4.0,3.0,4.0,10.78,1.47,25.0,0.6,3.21,9.0,11.0
247,Ensenada,1,Ensenada,0524,8,43.0,0.0,3.0,4.0,9.65,2.33,14.0,0.81,3.07,6.0,4.0
248,Ensenada,1,Ensenada,0524,9,71.0,0.0,3.0,7.0,10.51,2.05,32.0,0.65,2.71,14.0,15.0
249,Ensenada,1,Ensenada,0524,11,39.0,0.0,3.0,7.0,12.58,2.7,16.0,0.68,3.0,10.0,13.0
250,Ensenada,1,Ensenada,0524,12,28.0,0.0,0.0,5.0,14.44,1.5,18.0,0.55,2.8,9.0,17.0
251,Ensenada,1,Ensenada,0524,13,21.0,0.0,0.0,5.0,12.53,1.78,8.0,0.64,3.0,4.0,5.0
252,Ensenada,1,Ensenada,0524,14,27.0,0.0,0.0,4.0,12.24,2.09,7.0,0.56,3.86,7.0,6.0
253,Ensenada,1,Ensenada,0524,15,56.0,0.0,5.0,4.0,9.26,2.0,21.0,0.65,2.8,9.0,17.0
254,Ensenada,1,Ensenada,0524,16,62.0,3.0,0.0,8.0,11.0,2.3,25.0,0.67,2.82,10.0,27.0
255,Ensenada,1,Ensenada,0524,17,78.0,3.0,0.0,8.0,9.03,2.87,27.0,0.8,2.89,9.0,34.0
256,Ensenada,1,Ensenada,0524,18,44.0,3.0,0.0,4.0,10.54,1.45,19.0,0.64,2.75,6.0,14.0
257,Ensenada,1,Ensenada,0524,19,56.0,3.0,0.0,8.0,10.11,2.19,23.0,0.48,2.38,7.0,22.0
258,Ensenada,1,Ensenada,0524,20,106.0,10.0,5.0,7.0,8.78,2.09,34.0,0.87,3.66,11.0,36.0
259,Ensenada,1,Ensenada,0524,23,21.0,0.0,5.0,6.0,7.92,5.71,6.0,0.88,4.2,11.0,8.0
260,Ensenada,1,Ensenada,0524,24,18.0,0.0,0.0,0.0,9.38,1.22,4.0,0.86,4.5,11.0,8.0
261,Ensenada,1,Ensenada,0524,25,19.0,0.0,0.0,0.0,7.64,1.88,7.0,0.95,3.8,11.0,8.0
262,Ensenada,1,Ensenada,0524,26,21.0,0.0,0.0,0.0,7.81,2.17,5.0,1.11,4.2,0.0,4.0
263,Ensenada,1,Ensenada,0524,32,26.0,0.0,0.0,0.0,8.75,1.92,7.0,0.79,3.83,0.0,11.0
264,Ensenada,1,Ensenada,0524,33,52.0,3.0,3.0,0.0,8.13,2.52,17.0,1.11,4.0,3.0,20.0
265,Ensenada,1,Ensenada,0524,35,34.0,3.0,3.0,3.0,9.73,2.69,12.0,0.76,3.4,5.0,7.0
266,Ensenada,1,Ensenada,0524,37,81.0,7.0,4.0,4.0,8.43,2.56,26.0,0.84,3.24,11.0,17.0
267,Ensenada,1,Ensenada,0524,38,67.0,3.0,4.0,8.0,8.31,2.56,21.0,0.76,3.35,13.0,17.0
268,Ensenada,1,Ensenada,0524,40,104.0,3.0,4.0,17.0,9.8,2.5,39.0,0.78,2.97,15.0,33.0
269,Ensenada,1,Ensenada,0524,42,106.0,3.0,6.0,7.0,11.28,2.27,40.0,0.86,3.55,17.0,40.0
270,Ensenada,1,Ensenada,0524,44,28.0,3.0,6.0,4.0,10.89,3.0,10.0,0.64,3.5,6.0,8.0
271,Ensenada,1,Ensenada,0524,45,90.0,7.0,4.0,5.0,7.35,3.11,26.0,1.15,3.6,8.0,23.0
272,Ensenada,1,Ensenada,0524,46,66.0,7.0,4.0,8.0,11.67,1.72,31.0,0.69,2.28,17.0,25.0
273,Ensenada,1,Ensenada,0524,48,97.0,0.0,5.0,13.0,13.62,2.19,39.0,0.52,3.13,28.0,40.0
274,Ensenada,1,Ensenada,0524,50,62.0,4.0,5.0,7.0,9.57,1.57,20.0,0.95,3.65,8.0,31.0
275,Ensenada,1,Ensenada,0524,51,13.0,0.0,0.0,7.0,9.8,5.5,5.0,0.76,3.25,8.0,4.0
276,Ensenada,1,Ensenada,0524,52,58.0,4.0,4.0,7.0,9.37,1.71,18.0,0.98,3.87,7.0,15.0
277,Ensenada,1,Ensenada,0524,53,22.0,4.0,0.0,5.0,10.37,3.43,9.0,0.65,2.75,4.0,15.0
278,Ensenada,1,Ensenada,0524,54,9.0,0.0,0.0,0.0,9.67,0.6,5.0,0.75,1.8,4.0,3.0
279,Ensenada,1,Ensenada,0524,55,32.0,0.0,0.0,3.0,9.23,2.11,17.0,0.82,2.0,4.0,10.0
280,Ensenada,1,Ensenada,0524,56,50.0,4.0,4.0,0.0,9.24,1.76,15.0,0.88,4.17,5.0,16.0
281,Ensenada,1,Ensenada,0524,57,70.0,5.0,4.0,0.0,8.73,2.46,21.0,0.84,3.89,10.0,27.0
282,Ensenada,1,Ensenada,0524,58,15.0,0.0,4.0,0.0,8.11,4.33,5.0,1.0,5.0,10.0,4.0
283,Ensenada,1,Ensenada,0524,59,34.0,0.0,4.0,0.0,8.96,2.27,11.0,0.67,3.4,7.0,9.0
284,Ensenada,1,Ensenada,0524,60,21.0,0.0,0.0,0.0,8.25,1.57,7.0,0.75,3.5,7.0,3.0
285,Ensenada,1,Ensenada,0524,61,62.0,5.0,3.0,5.0,11.46,2.5,22.0,0.76,3.26,10.0,12.0
286,Ensenada,1,Ensenada,0524,62,53.0,5.0,3.0,3.0,7.61,1.83,17.0,1.04,3.53,3.0,32.0
287,Ensenada,1,Ensenada,0524,63,272.0,10.0,13.0,15.0,8.32,2.49,86.0,0.98,3.83,30.0,70.0
288,Ensenada,1,Ensenada,0524,64,64.0,10.0,13.0,7.0,9.39,3.0,23.0,0.79,3.05,8.0,24.0
289,Ensenada,1,Ensenada,0524,65,20.0,10.0,0.0,0.0,9.0,2.17,6.0,1.33,4.0,8.0,12.0
290,Ensenada,1,Ensenada,0524,66,94.0,5.0,8.0,4.0,8.84,2.61,30.0,1.06,3.92,10.0,21.0
291,Ensenada,1,Ensenada,0524,67,11.0,0.0,8.0,4.0,6.14,8.0,4.0,1.1,3.67,0.0,6.0
292,Ensenada,1,Ensenada,0524,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Ensenada,1,Ensenada,0524,69,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
294,Ensenada,1,Ensenada,0524,70,15.0,0.0,3.0,0.0,6.33,2.5,3.0,1.67,5.0,0.0,11.0
295,Ensenada,1,Ensenada,0524,71,95.0,4.0,8.0,5.0,8.83,2.08,32.0,1.02,3.39,8.0,36.0
296,Ensenada,1,Ensenada,0524,72,47.0,3.0,8.0,5.0,8.19,1.81,12.0,1.52,4.7,8.0,26.0
297,Ensenada,1,Ensenada,0524,73,49.0,3.0,4.0,6.0,6.29,3.5,18.0,1.17,2.88,8.0,29.0
298,Ensenada,1,Ensenada,0524,74,30.0,3.0,4.0,4.0,7.68,4.22,8.0,0.86,3.75,3.0,7.0
299,Ensenada,1,Ensenada,0524,75,3.0,3.0,4.0,4.0,7.68,4.22,1.0,0.86,3.75,3.0,7.0
300,Ensenada,1,Ensenada,0524,76,7.0,3.0,4.0,4.0,7.68,4.22,2.0,0.86,3.75,3.0,7.0
301,Ensenada,1,Ensenada,0524,77,10.0,3.0,4.0,4.0,7.68,4.22,2.0,0.86,3.75,3.0,7.0
303,Ensenada,1,Ensenada,0543,3,16.0,3.0,0.0,4.0,10.07,1.29,7.0,0.73,3.2,3.0,3.0
304,Ensenada,1,Ensenada,0543,4,22.0,0.0,0.0,4.0,7.71,1.86,15.0,0.95,3.17,0.0,11.0
305,Ensenada,1,Ensenada,0543,5,27.0,0.0,0.0,4.0,11.83,2.17,8.0,0.9,3.86,4.0,4.0
306,Ensenada,1,Ensenada,0543,10,7.0,0.0,0.0,4.0,11.83,2.17,2.0,0.9,3.86,4.0,4.0
307,Ensenada,1,Ensenada,0543,12,15.0,0.0,0.0,4.0,8.83,2.33,7.0,0.56,3.0,0.0,3.0
308,Ensenada,1,Ensenada,0543,14,12.0,0.0,0.0,4.0,7.9,3.67,5.0,0.92,3.0,3.0,3.0
309,Ensenada,1,Ensenada,0543,17,37.0,4.0,0.0,5.0,9.83,1.88,17.0,0.67,3.08,5.0,17.0
310,Ensenada,1,Ensenada,0543,20,38.0,4.0,0.0,5.0,9.38,2.07,8.0,1.23,4.75,3.0,17.0
311,Ensenada,1,Ensenada,0543,22,44.0,6.0,3.0,5.0,8.3,2.13,15.0,0.85,3.67,3.0,17.0
312,Ensenada,1,Ensenada,0543,24,24.0,6.0,0.0,4.0,7.91,4.13,10.0,0.69,2.67,3.0,14.0
313,Ensenada,1,Ensenada,0543,25,43.0,6.0,0.0,7.0,7.17,2.84,15.0,0.73,3.07,8.0,24.0
314,Ensenada,1,Ensenada,0543,26,15.0,0.0,0.0,4.0,9.23,2.29,8.0,0.68,3.0,8.0,10.0
315,Ensenada,1,Ensenada,0543,28,57.0,0.0,0.0,4.0,8.23,2.25,20.0,0.77,3.35,4.0,17.0
316,Ensenada,1,Ensenada,0543,29,38.0,0.0,3.0,4.0,10.1,2.06,10.0,0.93,3.8,5.0,11.0
317,Ensenada,1,Ensenada,0543,30,5.0,0.0,3.0,4.0,10.1,2.06,1.0,0.93,3.8,5.0,11.0
318,Ensenada,1,Ensenada,0543,31,30.0,0.0,3.0,5.0,7.0,3.56,9.0,0.82,3.38,3.0,7.0
319,Ensenada,1,Ensenada,0543,32,38.0,0.0,3.0,5.0,7.72,2.31,13.0,0.97,3.45,3.0,10.0
320,Ensenada,1,Ensenada,0543,33,31.0,0.0,3.0,5.0,5.48,3.08,10.0,0.86,3.44,3.0,11.0
321,Ensenada,1,Ensenada,0543,34,28.0,3.0,3.0,0.0,7.89,2.67,11.0,1.12,4.0,0.0,11.0
322,Ensenada,1,Ensenada,0543,35,11.0,0.0,0.0,0.0,4.56,4.2,5.0,0.92,2.2,0.0,10.0
323,Ensenada,1,Ensenada,0543,36,33.0,0.0,0.0,3.0,7.93,2.28,15.0,0.67,3.3,3.0,12.0
324,Ensenada,1,Ensenada,0543,38,44.0,0.0,0.0,9.0,8.45,3.41,19.0,0.83,2.93,4.0,15.0
325,Ensenada,1,Ensenada,0543,39,16.0,0.0,0.0,3.0,8.29,4.8,5.0,0.94,3.2,4.0,3.0
326,Ensenada,1,Ensenada,0543,40,65.0,0.0,8.0,3.0,8.83,2.57,17.0,1.41,4.33,5.0,9.0
327,Ensenada,1,Ensenada,0543,41,31.0,0.0,3.0,4.0,8.68,3.09,12.0,0.91,3.44,5.0,7.0
328,Ensenada,1,Ensenada,0543,43,30.0,0.0,3.0,3.0,9.14,1.93,11.0,1.25,3.75,5.0,11.0
329,Ensenada,1,Ensenada,0543,44,19.0,0.0,0.0,6.0,6.29,2.27,12.0,0.63,2.38,0.0,10.0
330,Ensenada,1,Ensenada,0543,45,72.0,3.0,0.0,4.0,8.36,2.11,28.0,0.86,3.0,7.0,24.0
331,Ensenada,1,Ensenada,0543,46,37.0,4.0,0.0,0.0,7.96,2.07,14.0,1.19,3.7,7.0,17.0
332,Ensenada,1,Ensenada,0543,48,30.0,4.0,4.0,0.0,5.8,2.36,9.0,1.0,3.75,7.0,9.0
333,Ensenada,1,Ensenada,0543,72,10.0,0.0,0.0,0.0,10.63,2.0,5.0,0.77,3.33,7.0,4.0
334,Ensenada,1,Ensenada,0543,76,37.0,0.0,0.0,4.0,9.03,1.94,16.0,0.88,2.47,4.0,13.0
335,Ensenada,1,Ensenada,0543,77,8.0,0.0,0.0,4.0,9.03,1.94,2.0,0.88,2.47,4.0,13.0
336,Ensenada,1,Ensenada,0543,79,24.0,0.0,0.0,6.0,8.3,3.58,8.0,0.77,4.0,3.0,8.0
337,Ensenada,1,Ensenada,0543,80,13.0,0.0,0.0,0.0,7.64,1.5,5.0,1.0,2.6,3.0,3.0
338,Ensenada,1,Ensenada,0543,81,16.0,0.0,0.0,0.0,6.38,1.71,7.0,1.0,2.67,0.0,7.0
339,Ensenada,1,Ensenada,0543,82,24.0,3.0,0.0,0.0,6.21,2.0,9.0,1.2,3.43,0.0,8.0
340,Ensenada,1,Ensenada,0543,83,9.0,3.0,0.0,0.0,6.21,2.0,4.0,1.2,3.43,0.0,8.0
341,Ensenada,1,Ensenada,0543,84,24.0,3.0,3.0,0.0,8.67,2.5,10.0,1.5,3.43,0.0,5.0
342,Ensenada,1,Ensenada,0543,85,11.0,0.0,0.0,0.0,7.63,2.5,4.0,0.92,2.75,0.0,3.0
343,Ensenada,1,Ensenada,0543,86,9.0,0.0,0.0,0.0,6.89,3.0,3.0,1.13,3.0,0.0,3.0
344,Ensenada,1,Ensenada,0543,87,62.0,3.0,0.0,10.0,7.67,3.0,20.0,1.11,3.88,4.0,28.0
345,Ensenada,1,Ensenada,0543,88,29.0,3.0,0.0,3.0,9.75,2.45,12.0,0.91,3.22,4.0,13.0
346,Ensenada,1,Ensenada,0543,89,103.0,3.0,5.0,10.0,9.06,2.59,31.0,0.83,4.12,13.0,33.0
347,Ensenada,1,Ensenada,0543,90,57.0,3.0,4.0,4.0,8.0,2.41,16.0,0.97,4.07,6.0,21.0
348,Ensenada,1,Ensenada,0543,91,21.0,3.0,4.0,4.0,10.06,0.8,7.0,0.7,3.0,3.0,4.0
349,Ensenada,1,Ensenada,0543,92,58.0,3.0,4.0,5.0,9.57,2.17,15.0,1.12,4.14,5.0,21.0
350,Ensenada,1,Ensenada,0543,93,54.0,3.0,4.0,7.0,6.76,2.48,21.0,0.69,2.7,3.0,23.0
351,Ensenada,1,Ensenada,0543,94,37.0,3.0,3.0,7.0,7.89,2.9,20.0,1.16,3.08,3.0,17.0
352,Ensenada,1,Ensenada,0543,95,19.0,3.0,0.0,7.0,9.25,1.89,6.0,1.0,3.17,3.0,6.0
353,Ensenada,1,Ensenada,0543,96,46.0,3.0,5.0,3.0,9.38,2.94,16.0,0.87,3.83,6.0,10.0
354,Ensenada,1,Ensenada,0543,97,13.0,0.0,0.0,4.0,13.17,1.5,9.0,0.57,2.17,4.0,3.0
355,Ensenada,1,Ensenada,0543,98,27.0,4.0,0.0,3.0,9.63,2.2,10.0,0.71,3.38,3.0,3.0
356,Ensenada,1,Ensenada,0543,99,23.0,4.0,0.0,4.0,8.36,3.0,6.0,0.92,3.83,3.0,8.0
357,Ensenada,1,Ensenada,0543,100,222.0,5.0,8.0,22.0,11.33,2.47,79.0,0.65,3.31,37.0,72.0
359,Ensenada,1,Ensenada,0558,6,55.0,0.0,4.0,7.0,12.18,2.05,20.0,0.77,3.06,12.0,26.0
360,Ensenada,1,Ensenada,0558,7,44.0,3.0,4.0,7.0,13.33,2.12,13.0,0.67,3.38,10.0,8.0
361,Ensenada,1,Ensenada,0558,8,52.0,3.0,4.0,10.0,12.34,2.04,21.0,0.58,2.89,12.0,16.0
362,Ensenada,1,Ensenada,0558,9,79.0,3.0,7.0,16.0,11.82,1.91,32.0,0.54,2.63,16.0,32.0
363,Ensenada,1,Ensenada,0558,10,80.0,3.0,0.0,11.0,12.8,1.57,35.0,0.5,2.58,22.0,24.0
364,Ensenada,1,Ensenada,0558,11,81.0,0.0,0.0,14.0,12.0,1.97,30.0,0.56,3.12,20.0,33.0
365,Ensenada,1,Ensenada,0558,12,76.0,0.0,0.0,7.0,11.95,1.66,30.0,0.57,2.92,19.0,21.0
366,Ensenada,1,Ensenada,0558,15,38.0,0.0,0.0,4.0,11.76,1.94,14.0,0.54,2.71,9.0,12.0
367,Ensenada,1,Ensenada,0558,16,52.0,0.0,0.0,7.0,12.66,1.65,18.0,0.55,2.89,12.0,10.0
368,Ensenada,1,Ensenada,0558,17,40.0,0.0,0.0,8.0,12.06,1.83,16.0,0.56,2.67,9.0,7.0
369,Ensenada,1,Ensenada,0558,18,270.0,6.0,12.0,10.0,13.41,1.83,101.0,0.65,3.1,73.0,122.0
370,Ensenada,1,Ensenada,0558,19,130.0,4.0,12.0,9.0,12.72,1.6,48.0,0.63,2.83,37.0,43.0
371,Ensenada,1,Ensenada,0558,20,169.0,12.0,11.0,10.0,11.85,1.95,59.0,0.73,3.38,35.0,53.0
372,Ensenada,1,Ensenada,0558,21,76.0,12.0,4.0,5.0,12.3,1.5,31.0,0.7,2.92,19.0,21.0
373,Ensenada,1,Ensenada,0558,22,64.0,12.0,4.0,5.0,13.13,1.85,20.0,0.68,3.56,11.0,17.0
374,Ensenada,1,Ensenada,0558,23,99.0,3.0,4.0,7.0,11.6,1.66,36.0,0.66,3.19,28.0,27.0
375,Ensenada,1,Ensenada,0558,24,61.0,5.0,4.0,7.0,11.43,1.64,17.0,0.78,3.81,13.0,23.0
376,Ensenada,1,Ensenada,0558,25,45.0,3.0,4.0,7.0,12.03,1.84,17.0,0.63,3.0,10.0,20.0
377,Ensenada,1,Ensenada,0558,26,915.0,27.0,26.0,43.0,13.11,1.51,345.0,0.78,3.11,245.0,358.0
379,Ensenada,1,Ensenada,0562,1,49.0,3.0,26.0,9.0,11.05,1.77,17.0,0.69,3.06,7.0,16.0
380,Ensenada,1,Ensenada,0562,2,90.0,4.0,5.0,4.0,13.17,1.66,39.0,0.8,3.0,22.0,19.0
381,Ensenada,1,Ensenada,0562,3,55.0,0.0,5.0,7.0,12.86,1.58,24.0,0.6,2.39,16.0,13.0
382,Ensenada,1,Ensenada,0562,4,67.0,0.0,5.0,4.0,9.9,2.0,29.0,0.71,2.91,11.0,31.0
383,Ensenada,1,Ensenada,0562,5,75.0,0.0,3.0,6.0,10.73,2.0,28.0,0.65,3.13,14.0,16.0
384,Ensenada,1,Ensenada,0562,6,43.0,0.0,3.0,5.0,11.87,1.89,19.0,0.61,2.53,11.0,13.0
385,Ensenada,1,Ensenada,0562,7,70.0,4.0,3.0,6.0,11.62,2.07,34.0,0.56,2.59,20.0,16.0
386,Ensenada,1,Ensenada,0562,8,54.0,4.0,3.0,7.0,11.93,1.64,15.0,0.59,3.6,12.0,18.0
387,Ensenada,1,Ensenada,0562,9,79.0,4.0,3.0,8.0,11.38,2.06,34.0,0.66,3.16,13.0,29.0
388,Ensenada,1,Ensenada,0562,12,44.0,4.0,0.0,5.0,12.27,2.59,16.0,0.55,3.14,8.0,12.0
389,Ensenada,1,Ensenada,0562,13,29.0,0.0,0.0,14.0,10.96,2.8,14.0,0.39,2.42,8.0,10.0
390,Ensenada,1,Ensenada,0562,14,45.0,0.0,3.0,11.0,12.36,2.21,19.0,0.56,2.81,10.0,6.0
391,Ensenada,1,Ensenada,0562,15,57.0,0.0,3.0,11.0,12.3,1.31,21.0,0.75,3.35,11.0,15.0
392,Ensenada,1,Ensenada,0562,16,57.0,3.0,3.0,8.0,10.69,2.08,21.0,0.58,2.85,11.0,12.0
393,Ensenada,1,Ensenada,0562,17,41.0,4.0,3.0,8.0,12.48,1.65,19.0,0.54,2.73,8.0,17.0
394,Ensenada,1,Ensenada,0562,18,69.0,0.0,3.0,5.0,11.2,2.08,27.0,0.82,3.83,11.0,8.0
395,Ensenada,1,Ensenada,0562,19,106.0,3.0,3.0,55.0,8.08,1.89,35.0,0.65,2.5,15.0,60.0
396,Ensenada,1,Ensenada,0562,20,14.0,0.0,3.0,55.0,12.89,2.0,4.0,0.48,3.5,4.0,5.0
397,Ensenada,1,Ensenada,0562,21,22.0,0.0,0.0,5.0,13.1,2.82,12.0,0.47,2.2,9.0,4.0
398,Ensenada,1,Ensenada,0562,22,45.0,3.0,4.0,6.0,11.75,1.5,23.0,0.74,2.65,7.0,13.0
399,Ensenada,1,Ensenada,0562,23,53.0,4.0,4.0,4.0,10.91,1.85,27.0,0.65,2.79,9.0,21.0
400,Ensenada,1,Ensenada,0562,24,54.0,4.0,4.0,3.0,13.73,2.0,14.0,0.6,3.86,12.0,8.0
401,Ensenada,1,Ensenada,0562,25,78.0,4.0,4.0,7.0,12.18,1.63,32.0,0.61,2.79,17.0,21.0
402,Ensenada,1,Ensenada,0562,26,101.0,0.0,0.0,9.0,9.7,1.2,20.0,0.49,2.36,8.0,20.0
403,Ensenada,1,Ensenada,0562,27,63.0,0.0,0.0,4.0,12.2,1.67,37.0,0.74,2.74,18.0,26.0
404,Ensenada,1,Ensenada,0562,28,115.0,0.0,5.0,6.0,13.55,1.66,50.0,0.6,2.72,25.0,40.0
406,Ensenada,1,Ensenada,0577,1,11.0,0.0,0.0,3.0,12.11,1.0,9.0,0.38,2.2,3.0,40.0
407,Ensenada,1,Ensenada,0577,2,37.0,3.0,0.0,3.0,14.07,1.22,18.0,0.53,2.64,12.0,10.0
408,Ensenada,1,Ensenada,0577,3,39.0,3.0,0.0,5.0,14.03,1.4,25.0,0.6,2.05,12.0,12.0
409,Ensenada,1,Ensenada,0577,4,34.0,3.0,0.0,7.0,13.41,2.47,15.0,0.46,2.83,8.0,14.0
410,Ensenada,1,Ensenada,0577,5,106.0,0.0,5.0,16.0,13.22,1.62,69.0,0.48,2.26,39.0,52.0
411,Ensenada,1,Ensenada,0577,8,41.0,0.0,5.0,16.0,14.24,1.47,19.0,0.52,2.56,12.0,10.0
412,Ensenada,1,Ensenada,0577,9,103.0,3.0,5.0,11.0,12.55,1.56,43.0,0.6,2.86,23.0,32.0
413,Ensenada,1,Ensenada,0577,10,34.0,3.0,0.0,7.0,12.07,2.07,18.0,0.52,2.83,8.0,9.0
414,Ensenada,1,Ensenada,0577,11,27.0,3.0,0.0,7.0,13.74,1.42,11.0,0.49,2.7,6.0,4.0
415,Ensenada,1,Ensenada,0577,12,22.0,0.0,0.0,14.0,13.0,0.28,6.0,0.32,2.0,3.0,15.0
416,Ensenada,1,Ensenada,0577,13,34.0,0.0,0.0,13.0,10.59,1.78,12.0,0.55,3.09,5.0,21.0
417,Ensenada,1,Ensenada,0577,14,32.0,0.0,0.0,6.0,12.54,2.18,15.0,0.49,2.91,8.0,8.0
418,Ensenada,1,Ensenada,0577,15,25.0,0.0,0.0,6.0,12.65,2.2,11.0,0.51,2.78,7.0,6.0
419,Ensenada,1,Ensenada,0577,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Ensenada,1,Ensenada,0577,17,34.0,0.0,3.0,9.0,14.59,1.94,14.0,0.57,2.83,11.0,12.0
421,Ensenada,1,Ensenada,0577,18,30.0,0.0,3.0,9.0,15.38,1.55,17.0,0.51,2.5,8.0,10.0
422,Ensenada,1,Ensenada,0577,19,37.0,0.0,3.0,3.0,14.07,1.95,17.0,0.59,3.08,11.0,4.0
423,Ensenada,1,Ensenada,0577,20,31.0,0.0,0.0,8.0,10.81,2.25,13.0,0.55,3.1,6.0,13.0
424,Ensenada,1,Ensenada,0577,21,55.0,0.0,0.0,14.0,12.16,2.18,26.0,0.54,2.39,13.0,26.0
425,Ensenada,1,Ensenada,0577,22,12.0,0.0,0.0,3.0,10.5,2.71,6.0,0.44,2.4,4.0,26.0
426,Ensenada,1,Ensenada,0577,23,15.0,0.0,0.0,5.0,13.57,2.89,8.0,0.27,2.14,5.0,7.0
427,Ensenada,1,Ensenada,0577,24,28.0,0.0,0.0,6.0,12.48,1.62,24.0,0.43,2.55,8.0,9.0
428,Ensenada,1,Ensenada,0577,25,58.0,0.0,0.0,8.0,10.96,2.04,21.0,0.64,2.9,10.0,10.0
429,Ensenada,1,Ensenada,0577,26,31.0,0.0,0.0,4.0,13.71,1.5,10.0,0.63,3.44,8.0,10.0
430,Ensenada,1,Ensenada,0577,27,58.0,4.0,4.0,4.0,13.14,1.77,31.0,0.62,2.9,16.0,22.0
431,Ensenada,1,Ensenada,0577,28,12.0,0.0,0.0,4.0,9.42,1.0,6.0,0.44,2.4,3.0,4.0
432,Ensenada,1,Ensenada,0577,29,111.0,3.0,3.0,4.0,14.29,1.38,47.0,0.62,2.78,32.0,35.0
433,Ensenada,1,Ensenada,0577,32,39.0,3.0,0.0,5.0,14.48,1.74,14.0,0.64,3.25,11.0,16.0
434,Ensenada,1,Ensenada,0577,33,11.0,0.0,0.0,0.0,14.67,0.5,8.0,0.73,2.2,5.0,16.0
435,Ensenada,1,Ensenada,0577,34,14.0,0.0,0.0,0.0,15.08,0.6,8.0,0.56,2.33,6.0,16.0
436,Ensenada,1,Ensenada,0577,35,7.0,0.0,0.0,0.0,15.08,0.6,7.0,0.56,2.33,6.0,16.0
437,Ensenada,1,Ensenada,0577,36,12.0,0.0,0.0,0.0,15.3,1.0,8.0,0.52,2.4,4.0,4.0
